from,to,time
97235,62070,"02, 06, 2009"
103166,30850,"02, 06, 2009"
97337,112788,"02, 06, 2009"
392,21268,"02, 06, 2009"
20518,20518,"02, 06, 2009"
17867,95877,"02, 06, 2009"
101758,114916,"02, 06, 2009"
65387,106682,"02, 06, 2009"
3225,71249,"02, 06, 2009"
419788,43994,"02, 06, 2009"
8946,32532,"02, 06, 2009"
555,112788,"02, 06, 2009"
76337,32140,"02, 06, 2009"
48266,3522,"02, 06, 2009"
86158,26107,"02, 06, 2009"
3043,32532,"02, 06, 2009"
11208,99989,"02, 06, 2009"
35999,113461,"02, 06, 2009"
67,3522,"02, 06, 2009"
76337,113264,"02, 06, 2009"
1569,30419,"02, 06, 2009"
32173,3522,"02, 06, 2009"
29454,66731,"02, 06, 2009"
44434,99989,"02, 06, 2009"
2555346,2555346,"02, 06, 2009"
99989,99989,"02, 06, 2009"
40307,26379,"02, 06, 2009"
3043,113264,"02, 06, 2009"
112308,106682,"02, 06, 2009"
8815,56463,"02, 06, 2009"
32173,3522,"02, 06, 2009"
44389,88739,"02, 06, 2009"
11208,111583,"02, 06, 2009"
23212,113264,"02, 06, 2009"
32532,32532,"02, 06, 2009"
56463,56463,"02, 06, 2009"
11208,110083,"02, 06, 2009"
149,111583,"02, 06, 2009"
46011,46011,"02, 06, 2009"
29639,32532,"02, 06, 2009"
17867,85837,"02, 06, 2009"
15409,15409,"02, 06, 2009"
95741,54427,"02, 06, 2009"
110083,110083,"02, 06, 2009"
17867,88054,"02, 06, 2009"
65223,56463,"02, 06, 2009"
112788,112788,"02, 06, 2009"
92327,92327,"02, 06, 2009"
16587,111934,"02, 06, 2009"
2230,115464,"02, 06, 2009"
37081,3797,"02, 06, 2009"
7565,115595,"02, 06, 2009"
66445,97212,"02, 06, 2009"
1423,91172,"02, 06, 2009"
61337,97212,"02, 06, 2009"
13154,57240,"02, 06, 2009"
53114,91172,"02, 06, 2009"
95589,91172,"02, 06, 2009"
3043,91172,"02, 06, 2009"
52165,52165,"02, 06, 2009"
37,37,"02, 06, 2009"
102537,1748769,"02, 06, 2009"
3043,91172,"02, 06, 2009"
15880,34942,"02, 06, 2009"
1741868,97212,"02, 06, 2009"
52443,91172,"02, 06, 2009"
34942,34942,"02, 06, 2009"
51382,1094969,"02, 06, 2009"
103557,103557,"02, 06, 2009"
88341,2443,"02, 06, 2009"
82769,46011,"02, 06, 2009"
15880,34942,"02, 06, 2009"
15880,34942,"02, 06, 2009"
23897,111665,"02, 06, 2009"
88341,54648,"02, 06, 2009"
35777,114916,"02, 06, 2009"
73826,54648,"02, 06, 2009"
12243,111665,"02, 06, 2009"
54648,54648,"02, 06, 2009"
68611,34942,"02, 06, 2009"
34942,34942,"02, 06, 2009"
41338,422,"02, 06, 2009"
8815,97212,"02, 06, 2009"
1748769,1748769,"02, 06, 2009"
30850,30850,"02, 06, 2009"
13531,422,"02, 06, 2009"
82769,97212,"02, 06, 2009"
21268,21268,"02, 06, 2009"
4830,4830,"02, 06, 2009"
65232,17091,"02, 06, 2009"
6343,6343,"02, 06, 2009"
101157,22449,"02, 06, 2009"
27609,108512,"02, 06, 2009"
811,28045,"02, 06, 2009"
24950,28045,"02, 06, 2009"
62830,97949,"02, 06, 2009"
14894,63106,"02, 06, 2009"
1409,10420,"02, 06, 2009"
363803,62553,"02, 06, 2009"
23921,28045,"02, 06, 2009"
23574,114916,"02, 06, 2009"
23574,90272,"02, 06, 2009"
8155,111665,"02, 06, 2009"
13376,55721,"02, 06, 2009"
113570,111583,"02, 06, 2009"
31615,82005,"02, 06, 2009"
113570,114916,"02, 06, 2009"
23054,17329,"02, 06, 2009"
22449,22449,"02, 06, 2009"
90272,90272,"02, 06, 2009"
16417,74898,"02, 06, 2009"
16417,74898,"02, 06, 2009"
3974,3974,"02, 06, 2009"
102401,102401,"02, 06, 2009"
35881,101375,"02, 06, 2009"
3043,115065,"02, 06, 2009"
83871,115292,"02, 06, 2009"
114916,114916,"02, 06, 2009"
811,19493,"02, 06, 2009"
2443,2443,"02, 06, 2009"
57695,68759,"02, 06, 2009"
34509,20844,"02, 06, 2009"
57695,15663,"02, 06, 2009"
22475,22475,"02, 06, 2009"
51134,51134,"02, 06, 2009"
57695,68172,"02, 06, 2009"
26931,1748769,"02, 06, 2009"
6932,39278,"02, 06, 2009"
38971,85040,"02, 06, 2009"
60308,18196,"02, 06, 2009"
18771,72583,"02, 06, 2009"
13834,14731,"02, 06, 2009"
110647,110647,"02, 06, 2009"
68204,14731,"02, 06, 2009"
33213,14731,"02, 06, 2009"
105916,105916,"02, 06, 2009"
46675,110083,"02, 06, 2009"
12183,36782,"02, 06, 2009"
1380,115650,"02, 06, 2009"
16417,85040,"02, 06, 2009"
14072,104460,"02, 06, 2009"
645,343,"02, 06, 2009"
3797,3797,"02, 06, 2009"
110800,110800,"02, 06, 2009"
73274,104998,"02, 06, 2009"
60,85040,"02, 06, 2009"
105536,85040,"02, 06, 2009"
31288,112377,"02, 06, 2009"
107820,115650,"02, 06, 2009"
62130,102493,"02, 06, 2009"
343,343,"02, 06, 2009"
114847,114847,"02, 06, 2009"
44065,114847,"02, 06, 2009"
115650,115650,"02, 06, 2009"
2543,46387,"02, 06, 2009"
343,343,"02, 06, 2009"
267,60800,"02, 06, 2009"
36782,36782,"02, 06, 2009"
267,114916,"02, 06, 2009"
36388,114847,"02, 06, 2009"
48082,110083,"02, 06, 2009"
8707,28647,"02, 06, 2009"
107694,115650,"02, 06, 2009"
60800,60800,"02, 06, 2009"
112788,112788,"02, 06, 2009"
74340,74340,"02, 06, 2009"
114916,114916,"02, 06, 2009"
5287,13700,"02, 06, 2009"
10420,10420,"02, 06, 2009"
16417,13700,"02, 06, 2009"
33708,114916,"02, 06, 2009"
267,114916,"02, 06, 2009"
114916,114916,"02, 06, 2009"
104349,96213,"02, 06, 2009"
109070,10333,"02, 06, 2009"
267,114916,"02, 06, 2009"
109102,14495,"02, 06, 2009"
98830,13700,"02, 06, 2009"
4281,361,"02, 06, 2009"
114916,114916,"02, 06, 2009"
13700,13700,"02, 06, 2009"
16417,115608,"02, 06, 2009"
31615,46387,"02, 06, 2009"
77779,73652,"02, 06, 2009"
82314,56076,"02, 06, 2009"
19493,19493,"02, 06, 2009"
24573,74340,"02, 06, 2009"
16417,115608,"02, 06, 2009"
41116,15745,"02, 06, 2009"
115608,115608,"02, 06, 2009"
104040,361,"02, 06, 2009"
88656,114916,"02, 06, 2009"
31288,93521,"02, 06, 2009"
86473,111624,"02, 06, 2009"
115200,11577,"02, 06, 2009"
88656,51816,"02, 06, 2009"
15745,15745,"02, 06, 2009"
85344,115663,"02, 06, 2009"
13295,46387,"02, 06, 2009"
267,44815,"02, 06, 2009"
3207,8482,"02, 06, 2009"
68759,68759,"02, 06, 2009"
3474,71953,"02, 06, 2009"
12502,44815,"02, 06, 2009"
14971,2938,"02, 06, 2009"
71953,71953,"02, 06, 2009"
55747,113437,"02, 06, 2009"
107421,107421,"02, 06, 2009"
23574,50305,"02, 06, 2009"
57752,71953,"02, 06, 2009"
46387,46387,"02, 06, 2009"
104040,325418,"02, 06, 2009"
71953,71953,"02, 06, 2009"
325418,325418,"02, 06, 2009"
615,109534,"02, 06, 2009"
104040,325418,"02, 06, 2009"
16241,32313,"02, 06, 2009"
3474,71953,"02, 06, 2009"
26787,106422,"02, 06, 2009"
111647,325418,"02, 06, 2009"
104040,325418,"02, 06, 2009"
71953,71953,"02, 06, 2009"
76514,84126,"02, 06, 2009"
14007,26066,"02, 06, 2009"
21734,15842,"02, 06, 2009"
14660,23630,"02, 06, 2009"
31615,71953,"02, 06, 2009"
2658202,39677,"02, 06, 2009"
112613,112613,"02, 06, 2009"
58521,58521,"02, 06, 2009"
23574,50018,"02, 06, 2009"
72247,2908,"02, 06, 2009"
71953,71953,"02, 06, 2009"
44434,361,"02, 06, 2009"
104184,107074,"02, 06, 2009"
267,50018,"02, 06, 2009"
33829,23294,"02, 06, 2009"
46675,325418,"02, 06, 2009"
16076,92692,"02, 06, 2009"
29654,46011,"02, 06, 2009"
101052,25361,"02, 06, 2009"
61027,72583,"02, 06, 2009"
48082,25361,"02, 06, 2009"
104184,80052,"02, 06, 2009"
44765,49632,"02, 06, 2009"
45654,10592,"02, 06, 2009"
80052,80052,"02, 06, 2009"
3043,42082,"02, 06, 2009"
42082,42082,"02, 06, 2009"
1440933,42082,"02, 06, 2009"
42082,42082,"02, 06, 2009"
1440933,42082,"02, 06, 2009"
42082,42082,"02, 06, 2009"
101087,35229,"02, 06, 2009"
31671,26721,"02, 06, 2009"
61027,95966,"02, 06, 2009"
1512,112313,"02, 06, 2009"
62653,62653,"02, 06, 2009"
44065,104015,"02, 06, 2009"
104015,104015,"02, 06, 2009"
18196,18196,"02, 06, 2009"
44434,109614,"02, 06, 2009"
10661,115717,"02, 06, 2009"
1094969,1094969,"02, 06, 2009"
44434,59198,"02, 06, 2009"
59198,59198,"02, 06, 2009"
102937,114916,"02, 06, 2009"
109103,30674,"02, 06, 2009"
44434,4144,"02, 06, 2009"
53902,4144,"02, 06, 2009"
2859,6037,"02, 06, 2009"
96775,96775,"02, 06, 2009"
96775,96775,"02, 06, 2009"
88442,69178,"02, 06, 2009"
19750,115717,"02, 06, 2009"
95852,96213,"02, 06, 2009"
112377,84952,"02, 06, 2009"
27578,27578,"02, 06, 2009"
16942,8280,"02, 06, 2009"
93528,42082,"02, 06, 2009"
88341,8280,"02, 06, 2009"
61027,55124,"02, 06, 2009"
47773,95663,"02, 06, 2009"
111583,111583,"02, 06, 2009"
2405,84372,"02, 06, 2009"
74222,18192,"02, 06, 2009"
16076,18192,"02, 06, 2009"
68172,68172,"02, 06, 2009"
18192,18192,"02, 06, 2009"
112085,80052,"02, 06, 2009"
73274,25632,"02, 06, 2009"
2533756,70945,"02, 06, 2009"
87053,115749,"02, 06, 2009"
95966,95966,"02, 06, 2009"
34258,84372,"02, 06, 2009"
61027,95966,"02, 06, 2009"
28574,92682,"02, 06, 2009"
12983,85971,"02, 06, 2009"
28574,92682,"02, 06, 2009"
85971,85971,"02, 06, 2009"
12983,51707,"02, 06, 2009"
115749,115749,"02, 06, 2009"
101970,115482,"02, 06, 2009"
70945,70945,"02, 06, 2009"
56524,92692,"02, 06, 2009"
1786,17211,"02, 06, 2009"
25432,84201,"02, 06, 2009"
52599,92692,"02, 06, 2009"
109878,109878,"02, 06, 2009"
106682,106682,"02, 06, 2009"
105135,105135,"02, 06, 2009"
88341,60096,"02, 06, 2009"
18192,18192,"02, 06, 2009"
55562,84372,"02, 06, 2009"
99451,20801,"02, 06, 2009"
90002,51707,"02, 06, 2009"
102937,131,"02, 06, 2009"
131,131,"02, 06, 2009"
16076,84201,"02, 06, 2009"
102937,60096,"02, 06, 2009"
11208,34537,"02, 06, 2009"
112317,112317,"02, 06, 2009"
112317,112317,"02, 06, 2009"
26002,115773,"02, 06, 2009"
57986,57986,"02, 06, 2009"
106422,106422,"02, 06, 2009"
84201,84201,"02, 06, 2009"
53718,32598,"02, 06, 2009"
22656,49632,"02, 06, 2009"
7586,53885,"02, 06, 2009"
68204,54283,"02, 06, 2009"
53212,59563,"02, 06, 2009"
91887,91887,"02, 06, 2009"
62931,115663,"02, 06, 2009"
73744,115779,"02, 06, 2009"
88656,115773,"02, 06, 2009"
60145,6805,"02, 06, 2009"
88656,2635,"02, 06, 2009"
60777,44389,"02, 06, 2009"
84478,20979,"02, 06, 2009"
65977,29145,"02, 06, 2009"
84291,11333,"02, 06, 2009"
66519,66519,"02, 06, 2009"
21055,21055,"02, 06, 2009"
48311,66814,"02, 06, 2009"
13198,51310,"02, 06, 2009"
57986,110161,"02, 06, 2009"
110426,110426,"02, 06, 2009"
113535,62278,"02, 06, 2009"
27535,110161,"02, 06, 2009"
78892,110161,"02, 06, 2009"
115389,115389,"02, 06, 2009"
25300,110161,"02, 06, 2009"
53238,107074,"02, 06, 2009"
11410,99025,"02, 06, 2009"
11410,11410,"02, 06, 2009"
23574,88096,"02, 06, 2009"
25300,110161,"02, 06, 2009"
88096,88096,"02, 06, 2009"
72791,109631,"02, 06, 2009"
12178,42749,"02, 06, 2009"
6896,114194,"02, 06, 2009"
2533756,70945,"02, 06, 2009"
34148,242241,"02, 06, 2009"
69178,69178,"02, 06, 2009"
2635,2635,"02, 06, 2009"
48492,426996,"02, 06, 2009"
93623,20979,"02, 06, 2009"
38611,53420,"02, 06, 2009"
112023,112023,"02, 06, 2009"
33,33,"02, 06, 2009"
60096,34537,"02, 06, 2009"
2961,97095,"02, 06, 2009"
111781,53420,"02, 06, 2009"
35662,20979,"02, 06, 2009"
72746,72746,"02, 06, 2009"
57827,57827,"02, 06, 2009"
82091,74616,"02, 06, 2009"
56145,80601,"02, 06, 2009"
25300,110161,"02, 06, 2009"
42069,77991,"02, 06, 2009"
24054,42069,"02, 06, 2009"
1702,53420,"02, 06, 2009"
114194,114194,"02, 06, 2009"
77991,77991,"02, 06, 2009"
85606,88096,"02, 06, 2009"
1908,77991,"02, 06, 2009"
77991,77991,"02, 06, 2009"
6610,104085,"02, 06, 2009"
16417,85040,"02, 06, 2009"
115846,115846,"02, 06, 2009"
79076,79076,"02, 06, 2009"
4002,88096,"02, 06, 2009"
113455,115865,"02, 06, 2009"
93623,80222,"02, 06, 2009"
87616,84761,"02, 06, 2009"
18797,81394,"02, 06, 2009"
1174,1174,"02, 06, 2009"
88096,88096,"02, 06, 2009"
62391,63898,"02, 06, 2009"
35229,35229,"02, 06, 2009"
73603,104085,"02, 06, 2009"
9099,6268,"02, 06, 2009"
31136,39321,"02, 06, 2009"
71059,18768,"02, 06, 2009"
69283,68333,"02, 06, 2009"
2372835,81394,"02, 06, 2009"
24181,94361,"02, 06, 2009"
88054,88054,"02, 06, 2009"
10661,74616,"02, 06, 2009"
1741868,68571,"02, 06, 2009"
6268,6268,"02, 06, 2009"
82569,82569,"02, 06, 2009"
23354,39709,"02, 06, 2009"
19746,325418,"02, 06, 2009"
39709,39709,"02, 06, 2009"
112308,100190,"02, 06, 2009"
28169,5422,"02, 06, 2009"
86891,68333,"02, 06, 2009"
96780,46307,"02, 06, 2009"
8954,94278,"02, 06, 2009"
110204,45843,"02, 06, 2009"
1741868,4318,"02, 06, 2009"
68333,68333,"02, 06, 2009"
69818,98514,"02, 06, 2009"
1450,58521,"02, 06, 2009"
39321,39321,"02, 06, 2009"
70414,11388,"02, 06, 2009"
83283,83283,"02, 06, 2009"
25625,3499,"02, 06, 2009"
12452,58553,"02, 06, 2009"
18771,325418,"02, 06, 2009"
5422,5422,"02, 06, 2009"
77212,7464,"02, 06, 2009"
58553,58553,"02, 06, 2009"
82091,115846,"02, 06, 2009"
30674,30674,"02, 06, 2009"
325418,325418,"02, 06, 2009"
53718,108440,"02, 06, 2009"
3857,88096,"02, 06, 2009"
45280,45280,"02, 06, 2009"
53238,82197,"02, 06, 2009"
97010,97010,"02, 06, 2009"
69818,1384652,"02, 06, 2009"
18233,19410,"02, 06, 2009"
67168,1384652,"02, 06, 2009"
38971,52843,"02, 06, 2009"
73103,95880,"02, 06, 2009"
16076,57159,"02, 06, 2009"
52443,88032,"02, 06, 2009"
6896,89752,"02, 06, 2009"
6896,114194,"02, 06, 2009"
65393,41094,"02, 06, 2009"
20363,17465,"02, 06, 2009"
41094,41094,"02, 06, 2009"
89266,3221,"02, 06, 2009"
60127,59015,"02, 06, 2009"
88032,88032,"02, 06, 2009"
1748769,1748769,"02, 06, 2009"
2173,2173,"02, 06, 2009"
268,3221,"02, 06, 2009"
98389,388411,"02, 06, 2009"
101371,67386,"02, 06, 2009"
20363,1221378,"02, 06, 2009"
1221378,1221378,"02, 06, 2009"
16076,102781,"02, 06, 2009"
26066,26066,"02, 06, 2009"
34211,388411,"02, 06, 2009"
59808,67386,"02, 06, 2009"
9047,17540,"02, 06, 2009"
13018,112344,"02, 06, 2009"
79996,17540,"02, 06, 2009"
3542,112344,"02, 06, 2009"
18771,325418,"02, 06, 2009"
17540,17540,"02, 06, 2009"
12855,112344,"02, 06, 2009"
17540,17540,"02, 06, 2009"
12178,82037,"02, 06, 2009"
74298,5304,"02, 06, 2009"
39742,17540,"02, 06, 2009"
79996,17540,"02, 06, 2009"
55159,56076,"02, 06, 2009"
35454,112344,"02, 06, 2009"
20363,112344,"02, 06, 2009"
22689,17540,"02, 06, 2009"
38971,112344,"02, 06, 2009"
57159,57159,"02, 06, 2009"
32136,32136,"02, 06, 2009"
59015,59015,"02, 06, 2009"
17540,17540,"02, 06, 2009"
4249,105179,"02, 06, 2009"
59119,107834,"02, 06, 2009"
16076,32136,"02, 06, 2009"
17540,17540,"02, 06, 2009"
32136,32136,"02, 06, 2009"
69773,95880,"02, 06, 2009"
107834,107834,"02, 06, 2009"
7850,2596,"02, 06, 2009"
59119,107834,"02, 06, 2009"
111781,1736,"02, 06, 2009"
22656,1736,"02, 06, 2009"
23354,1736,"02, 06, 2009"
83664,107834,"02, 06, 2009"
107834,107834,"02, 06, 2009"
83664,102781,"02, 06, 2009"
83664,102781,"02, 06, 2009"
15416,112830,"02, 06, 2009"
80395,80395,"02, 06, 2009"
83664,97010,"02, 06, 2009"
13018,112344,"02, 06, 2009"
83664,97010,"02, 06, 2009"
13018,112344,"02, 06, 2009"
56076,56076,"02, 06, 2009"
76337,102781,"02, 06, 2009"
10661,2908,"02, 06, 2009"
114194,114194,"02, 06, 2009"
80052,80052,"02, 06, 2009"
55943,7850,"02, 06, 2009"
7850,7850,"02, 06, 2009"
55721,55721,"02, 06, 2009"
111781,50305,"02, 06, 2009"
3542,30957,"02, 06, 2009"
104349,104824,"02, 06, 2009"
26796,57159,"02, 06, 2009"
50305,50305,"02, 06, 2009"
97010,97010,"02, 06, 2009"
32632,7850,"02, 06, 2009"
55159,56076,"02, 06, 2009"
95589,31802,"02, 06, 2009"
259,24587,"02, 06, 2009"
101672,19410,"02, 06, 2009"
79996,17540,"02, 06, 2009"
30155,50305,"02, 06, 2009"
91313,91313,"02, 06, 2009"
1869,95573,"02, 06, 2009"
48082,25361,"02, 06, 2009"
5801,75662,"02, 06, 2009"
109426,115988,"02, 06, 2009"
76337,1613872,"02, 06, 2009"
7850,7850,"02, 06, 2009"
7850,7850,"02, 06, 2009"
97010,97010,"02, 06, 2009"
13018,114547,"02, 06, 2009"
18907,6486,"02, 06, 2009"
38971,6160,"02, 06, 2009"
17335,51134,"02, 06, 2009"
38971,44585,"02, 06, 2009"
26188,44585,"02, 06, 2009"
26160,110549,"02, 06, 2009"
26004,44585,"02, 06, 2009"
1613872,1613872,"02, 06, 2009"
38971,44585,"02, 06, 2009"
112377,53885,"02, 06, 2009"
38971,44585,"02, 06, 2009"
2509,116005,"02, 06, 2009"
59303,6486,"02, 06, 2009"
113570,6486,"02, 06, 2009"
44620,22970,"02, 06, 2009"
101371,67386,"02, 06, 2009"
110549,110549,"02, 06, 2009"
15852,116005,"02, 06, 2009"
6160,6160,"02, 06, 2009"
52443,7743,"02, 06, 2009"
114547,114547,"02, 06, 2009"
14065,116005,"02, 06, 2009"
111781,1736,"02, 06, 2009"
61027,12860,"02, 06, 2009"
2147,34395,"02, 06, 2009"
44585,44585,"02, 06, 2009"
44585,44585,"02, 06, 2009"
73603,101186,"02, 06, 2009"
101616,1304,"02, 06, 2009"
53114,12870,"02, 06, 2009"
12950,74261,"02, 06, 2009"
95573,95573,"02, 06, 2009"
67168,112104,"02, 06, 2009"
32313,32313,"02, 06, 2009"
48465,111611,"02, 06, 2009"
74261,74261,"02, 06, 2009"
74261,74261,"02, 06, 2009"
39809,2808,"02, 06, 2009"
26196,29145,"02, 06, 2009"
12860,12860,"02, 06, 2009"
10098,8563,"02, 06, 2009"
27825,115994,"02, 06, 2009"
1380,39709,"02, 06, 2009"
112377,112344,"02, 06, 2009"
52443,96523,"02, 06, 2009"
39709,39709,"02, 06, 2009"
104763,60884,"02, 06, 2009"
113570,21293,"02, 06, 2009"
61027,12860,"02, 06, 2009"
3043,21293,"02, 06, 2009"
56076,56076,"02, 06, 2009"
55159,56076,"02, 06, 2009"
104117,105817,"02, 06, 2009"
107366,21293,"02, 06, 2009"
12860,12860,"02, 06, 2009"
114547,114547,"02, 06, 2009"
2908,2908,"02, 06, 2009"
4249,103690,"02, 06, 2009"
50018,50018,"02, 06, 2009"
105817,105817,"02, 06, 2009"
56076,56076,"02, 06, 2009"
21293,21293,"02, 06, 2009"
55159,56076,"02, 06, 2009"
17516,31802,"02, 06, 2009"
40725,116045,"02, 06, 2009"
447688,31252,"02, 06, 2009"
81520,104085,"02, 06, 2009"
40240,52444,"02, 06, 2009"
22164,84587,"02, 06, 2009"
40240,52444,"02, 06, 2009"
104014,17675,"02, 06, 2009"
92942,107627,"02, 06, 2009"
52738,84587,"02, 06, 2009"
4318,4318,"02, 06, 2009"
12950,4903,"02, 06, 2009"
46058,22237,"02, 06, 2009"
103690,103690,"02, 06, 2009"
40342,103690,"02, 06, 2009"
56076,56076,"02, 06, 2009"
40342,103690,"02, 06, 2009"
29145,29145,"03, 06, 2009"
103690,103690,"03, 06, 2009"
4249,103690,"03, 06, 2009"
55159,56076,"03, 06, 2009"
17675,17675,"03, 06, 2009"
21365,87130,"03, 06, 2009"
67168,109859,"03, 06, 2009"
84587,84587,"03, 06, 2009"
8209,30957,"03, 06, 2009"
20363,104452,"03, 06, 2009"
38971,109859,"03, 06, 2009"
3207,55562,"03, 06, 2009"
98830,40906,"03, 06, 2009"
9530,19501,"03, 06, 2009"
1902010,68920,"03, 06, 2009"
54858,97113,"03, 06, 2009"
8563,8563,"03, 06, 2009"
12870,12870,"03, 06, 2009"
361,361,"03, 06, 2009"
102493,102493,"03, 06, 2009"
24204,47036,"03, 06, 2009"
44434,112830,"03, 06, 2009"
10661,109859,"03, 06, 2009"
116058,116058,"03, 06, 2009"
116058,116058,"03, 06, 2009"
109122,67566,"03, 06, 2009"
40342,103690,"03, 06, 2009"
6713,391047,"03, 06, 2009"
47036,47036,"03, 06, 2009"
36565,116005,"03, 06, 2009"
26327,116078,"03, 06, 2009"
84587,84587,"03, 06, 2009"
36565,50385,"03, 06, 2009"
62608,34395,"03, 06, 2009"
91607,91607,"03, 06, 2009"
89586,94334,"03, 06, 2009"
40411,1246613,"03, 06, 2009"
11529,82187,"03, 06, 2009"
60261,96257,"03, 06, 2009"
49849,64226,"03, 06, 2009"
54964,54964,"03, 06, 2009"
14148,89752,"03, 06, 2009"
12008,104895,"03, 06, 2009"
108963,108963,"03, 06, 2009"
54964,54964,"03, 06, 2009"
96523,108528,"03, 06, 2009"
2018,2018,"03, 06, 2009"
80530,70942,"03, 06, 2009"
40906,40906,"03, 06, 2009"
18797,31207,"03, 06, 2009"
1254,116095,"03, 06, 2009"
61151,70942,"03, 06, 2009"
29639,19501,"03, 06, 2009"
104895,104895,"03, 06, 2009"
14007,32174,"03, 06, 2009"
31802,31802,"03, 06, 2009"
13018,345380,"03, 06, 2009"
64334,64334,"03, 06, 2009"
54964,54964,"03, 06, 2009"
82187,82187,"03, 06, 2009"
5696608,107723,"03, 06, 2009"
107834,107834,"03, 06, 2009"
11828,19501,"03, 06, 2009"
3474,32174,"03, 06, 2009"
116101,116101,"03, 06, 2009"
17516,3797,"03, 06, 2009"
48082,25361,"03, 06, 2009"
48082,781,"03, 06, 2009"
16417,107834,"03, 06, 2009"
103548,45005,"03, 06, 2009"
6703,1834,"03, 06, 2009"
32174,32174,"03, 06, 2009"
751,68920,"03, 06, 2009"
2731698,2731698,"03, 06, 2009"
1228,39561,"03, 06, 2009"
88656,2635,"03, 06, 2009"
101258,82187,"03, 06, 2009"
4525,42348,"03, 06, 2009"
107834,107834,"03, 06, 2009"
16417,115608,"03, 06, 2009"
50979,27578,"03, 06, 2009"
82769,59160,"03, 06, 2009"
58158,8078,"03, 06, 2009"
55747,59301,"03, 06, 2009"
52738,1965,"03, 06, 2009"
3474,32174,"03, 06, 2009"
1441,8078,"03, 06, 2009"
82187,82187,"03, 06, 2009"
781,781,"03, 06, 2009"
59301,59301,"03, 06, 2009"
95573,95573,"03, 06, 2009"
105929,37559,"03, 06, 2009"
106205,57428,"03, 06, 2009"
116101,116101,"03, 06, 2009"
71522,71522,"03, 06, 2009"
8078,8078,"03, 06, 2009"
64474,116090,"03, 06, 2009"
58880,115487,"03, 06, 2009"
1163802,114196,"03, 06, 2009"
7126,22237,"03, 06, 2009"
68612,101839,"03, 06, 2009"
37231,104015,"03, 06, 2009"
56145,59301,"03, 06, 2009"
9360,68920,"03, 06, 2009"
88341,115866,"03, 06, 2009"
65358,96170,"03, 06, 2009"
1233,45571,"03, 06, 2009"
13956,6144,"03, 06, 2009"
26196,54829,"03, 06, 2009"
6144,6144,"03, 06, 2009"
92692,92692,"03, 06, 2009"
13531,84026,"03, 06, 2009"
92692,92692,"03, 06, 2009"
104015,104015,"03, 06, 2009"
27535,30460,"03, 06, 2009"
110161,110161,"03, 06, 2009"
31508,12597,"03, 06, 2009"
6198,90317,"03, 06, 2009"
115457,115457,"03, 06, 2009"
2140,90165,"03, 06, 2009"
76337,1443363,"03, 06, 2009"
1834,1834,"03, 06, 2009"
76337,81,"03, 06, 2009"
26196,72583,"03, 06, 2009"
80954,1443363,"03, 06, 2009"
11289,97113,"03, 06, 2009"
3244,77712,"03, 06, 2009"
95810,2605,"03, 06, 2009"
45571,45571,"03, 06, 2009"
76337,1443363,"03, 06, 2009"
39742,21981,"03, 06, 2009"
6198,113230,"03, 06, 2009"
13531,104015,"03, 06, 2009"
17716,9951,"03, 06, 2009"
38055,25515,"03, 06, 2009"
10661,2605,"03, 06, 2009"
26196,110161,"03, 06, 2009"
3655,21981,"03, 06, 2009"
114163,81,"03, 06, 2009"
3655,62037,"03, 06, 2009"
44434,62037,"03, 06, 2009"
44389,88739,"03, 06, 2009"
33708,88739,"03, 06, 2009"
80601,80601,"03, 06, 2009"
44389,88739,"03, 06, 2009"
23897,102398,"03, 06, 2009"
33708,88739,"03, 06, 2009"
101616,96170,"03, 06, 2009"
